Review,Score
"Ignore all the critics who winge about this film! The electric state is an absolutely enjoyable film centered around Michelle (Played by Millie Bobbie Brown) who goes on a heart felt journey after discovering an illegal robot with a secret. 

This film is a fun adventure with amazing artistic design and a heartfelt story! ",5
"This was a great watch, who doesn't like watching a family friendly movie full of robots, explosions and great CGI?? My guess is the critics of today world…

I would watch this again in a year or two if it popes up on “something you have already watched but might like again”

",5
It was boring and silly! The script is full of holes and the actors can’t carry their weight. I wish they would have spent more money on the script rather than on the special effects and on the cast. It’s a wasted opportunity to do something memorable. ,1
This  is fun movie with a great aesthetic. I loved the look of the alternate 1990s and the design of the robots. ,5
"Awesome movie, great visuals and sound. Didn’t think I could feel emotionally connected to robot characters but the film does an amazing job making you feel for them. Perfect movie for family night. Had awesome nostalgia in it as well. Don’t fall for the harsh reviews, sit back with some popcorn and let this film take you into this beautiful world they’ve created.",5
"Critics out of touch again. I watched this with my family and we had a great time. Fun, well made sci fi ",5
"I’ve never read the book, which is probably one reason why I found the movie quite entertaining without any particular expectations. The story felt a bit rushed and had some logical gaps, but overall, it was enjoyable and visually stunning. I can definitely recommend the film!",3.5
"This movie was amazing! I'm a big fan of Simon Stalenhag's work, and seeing it come to life was awesome. The movie had a great story and amazing visuals. I highly recommend watching it!",5
"

First off, the visuals are jaw-dropping. The Exclusion Zone is a sprawling playground of rusty robots and neon-tinged nostalgia, perfectly capturing the book’s eerie beauty. The animatronic bots—like Cosmo and the wise-cracking Herman (voiced by Anthony Mackie)—are so lifelike you’ll want to take one home. The ‘90s tech vibes, with clunky VR helmets and retro-futuristic gadgets, make every frame a treat. The Russo brothers flex their blockbuster chops here, and it’s pure eye candy from start to finish.

The cast is a huge win, too. Millie Bobby Brown shines as Michelle, bringing grit and heart to her quest—she’s the emotional anchor you can’t help but root for. Chris Pratt’s Keats is a delight, serving up charm and swagger that light up the screen. The robot crew—Woody Harrelson, Jenny Slate, Brian Cox—adds a playful spark, their banter landing like a warm hug. Sure, the story sticks to a familiar road-trip formula, but it’s packed with enough twists and action to keep you hooked.

At its core, *The Electric State* is a fun, heartfelt adventure about connection—human, robot, or otherwise. It’s not here to reinvent the wheel, but it doesn’t need to. With dazzling visuals, a killer cast, and a vibe that’s equal parts nostalgic and futuristic, it’s the kind of movie that leaves you smiling. Perfect for a weekend watch with popcorn in hand!

",5
This was a really great film. Critics are tripping.,5
Fun and interesting world.   Watched with family (kids 10-16).   We all laughed and some of us cried.  It’s a nice message and a fun escape.   Daughter loved the female lead.  We will watch again as it is entertaining and didn’t cost us $100 to go out to the movies. ,5
